,phrase,label,sentiment,subjectivity,language,count
Eislaufsaison.,Eislaufsaison.,LOC,0.0,0.0,de,1
Fürstenfeldbrucker,Fürstenfeldbrucker,LOC,0.0,0.0,de,1
Vertretbar,Vertretbar,LOC,0.0,0.0,de,1
Randvolle,Randvolle,LOC,0.0,0.0,de,1
Erdgas-Speicher: Plötzlich Gas,Erdgas-Speicher: Plötzlich Gas,LOC,0.0,0.0,de,1
Darmstadt,Darmstadt,LOC,0.0,0.0,de,1
Ampel-Fraktionen,Ampel-Fraktionen,LOC,0.0,0.0,de,1
Wozu Kraftwerke?,Wozu Kraftwerke?,LOC,0.0,0.0,de,1
Gaspreisbremse:,Gaspreisbremse:,LOC,0.0,0.0,de,1
Zirkuskunst: Fantastische Unterwasserwelt.,Zirkuskunst: Fantastische Unterwasserwelt.,LOC,1.0,0.0,de,1
Berlin: Wie Weihnachtsmärkte,Berlin: Wie Weihnachtsmärkte,LOC,0.0,0.0,de,1
Feldberg: Der Winter,Feldberg: Der Winter,LOC,0.0,0.0,de,1
Feldberg.,Feldberg.,LOC,0.0,0.0,de,1
Feldberg:,Feldberg:,LOC,0.0,0.0,de,1
Münster,Münster,LOC,0.0,0.0,de,1
Berlinern,Berlinern,LOC,0.0,0.0,de,1
Bachmut,Bachmut,LOC,0.0,0.0,de,1
Unterföhring,Unterföhring,LOC,0.7,0.0,de,1
Schwarzheide,Schwarzheide,LOC,0.0,0.0,de,1
Lausitz.,Lausitz.,LOC,0.0,0.0,de,1
Republik Moldau: Überleben,Republik Moldau: Überleben,LOC,0.0,0.0,de,1
Republik Moldau,Republik Moldau,LOC,0.0,0.0,de,1
Chiinu,Chiinu,LOC,0.0,0.0,de,1
St. Petersburg,St. Petersburg,LOC,0.0,0.0,de,1
Unterföhring: Freitag,Unterföhring: Freitag,LOC,0.0,0.0,de,1
Home-Office,Home-Office,LOC,0.0,0.0,de,1
Preisbremse,Preisbremse,LOC,0.0,0.0,de,1
Fieser Kälteeinbruch: Kommt,Fieser Kälteeinbruch: Kommt,LOC,-1.0,0.0,de,1
Nah-,Nah-,LOC,1.0,0.0,de,1
.Foto: Dirk Sukow,.Foto: Dirk Sukow,LOC,0.0,0.0,de,1
Bund-Länder-Runde: Inflation und Energiekrise,Bund-Länder-Runde: Inflation und Energiekrise,LOC,0.0,0.0,de,1
Düsseldorf.,Düsseldorf.,LOC,0.0,0.0,de,1
Münchner Durchschnittshaushalt,Münchner Durchschnittshaushalt,LOC,0.0,0.0,de,1
Deutschlandweit,Deutschlandweit,LOC,0.0,0.0,de,1
DWD,DWD,LOC,0.0,0.0,de,1
Offenbach.,Offenbach.,LOC,0.0,0.0,de,1
Großhandelsmarkt,Großhandelsmarkt,LOC,0.35,0.5,de,1
Bundespräsidialamt,Bundespräsidialamt,LOC,0.0,0.0,de,1
Senatskanzlei,Senatskanzlei,LOC,0.0,0.0,de,1
Frierende,Frierende,LOC,0.0,0.0,de,1
Kopernikus-Projekt Ariadne.,Kopernikus-Projekt Ariadne.,LOC,0.0,0.0,de,1
Tankerstau,Tankerstau,LOC,0.0,0.0,de,1
Tirol,Tirol,LOC,0.0,0.0,de,1
Støre,Støre,LOC,0.0,0.0,de,1
Oslo.,Oslo.,LOC,0.0,0.0,de,1
"Sächsischer Minister Günther: ""Es","Sächsischer Minister Günther: ""Es",LOC,-1.0,0.0,de,1
Portugal,Portugal,LOC,-0.7,0.0,de,1
EU-Energiedebatte,EU-Energiedebatte,LOC,1.0,0.0,de,1
Ukraine: Die dunkle Stadt,Ukraine: Die dunkle Stadt,LOC,0.0,0.0,de,1
Gaspreisdeckel,Gaspreisdeckel,LOC,0.0,0.0,de,1
Bremen.,Bremen.,LOC,0.0,0.0,de,1
Nordrhein-Westfalen,Nordrhein-Westfalen,LOC,0.7,0.0,de,1
Bund am Freitag,Bund am Freitag,LOC,-0.7,0.0,de,1
EU-Gipfels,EU-Gipfels,LOC,-0.35,0.5,de,1
Brandenburger Tor,Brandenburger Tor,LOC,0.0,0.0,de,1
Schwaben,Schwaben,LOC,0.35,0.0,de,1
Eisbergsalat,Eisbergsalat,LOC,0.0,0.8,de,1
Nord Stream1.,Nord Stream1.,LOC,0.0,0.0,de,1
ukrainischen Regierung,ukrainischen Regierung,LOC,0.0,0.0,de,1
Gaspreisdeckel.,Gaspreisdeckel.,LOC,0.0,0.0,de,1
"Russland: Eskalieren, um zu","Russland: Eskalieren, um zu",LOC,1.0,0.0,de,1
Briten,Briten,LOC,-0.7,0.0,de,1
Brüssels,Brüssels,LOC,0.0,0.0,de,1
Corona-Regeln,Corona-Regeln,LOC,0.0,0.0,de,1
Rekord-Inflation,Rekord-Inflation,LOC,0.0,0.0,de,1
Dänemarks,Dänemarks,LOC,0.0,0.0,de,1
LÃ¼tzeraths,LÃ¼tzeraths,LOC,0.0,0.0,de,1
Weltmeere,Weltmeere,LOC,0.7,0.0,de,1
GaslÃ¼cke,GaslÃ¼cke,LOC,0.7,0.0,de,1
Sabotageversuche,Sabotageversuche,LOC,-1.0,0.0,de,1
gefÃ¤hrlich,gefÃ¤hrlich,LOC,1.0,0.0,de,1
Straßburg.,Straßburg.,LOC,0.0,0.0,de,1
Drohnen-Angriffe,Drohnen-Angriffe,LOC,0.0,0.0,de,1
Frankfurter Innenstadt,Frankfurter Innenstadt,LOC,-1.0,0.0,de,1
europäischen Küsten,europäischen Küsten,LOC,0.0,0.0,de,1
Madrid,Madrid,LOC,0.0,0.0,de,1
Kita,Kita,LOC,0.0,0.0,de,1
Pipelinebau,Pipelinebau,LOC,0.0,0.0,de,1
die Schweiz,die Schweiz,LOC,0.0,1.0,de,1
Discounter Aldi Nord,Discounter Aldi Nord,LOC,0.0,0.0,de,1
"Chalkida, Griechenland.","Chalkida, Griechenland.",LOC,0.0,0.0,de,1
Landkreis Fürth:,Landkreis Fürth:,LOC,0.0,0.0,de,1
Zirndorfer,Zirndorfer,LOC,-1.0,0.0,de,1
Wintersdorf,Wintersdorf,LOC,-1.0,0.0,de,1
tel peu Bellv-POett-Ieth,tel peu Bellv-POett-Ieth,LOC,0.0,0.0,de,1
Deutsches Steuergeld,Deutsches Steuergeld,LOC,0.0,0.0,de,1
Grossbritannien,Grossbritannien,LOC,0.7,0.0,de,1
EU-Debatte,EU-Debatte,LOC,-0.7,0.0,de,1
Ieklknupelleu,Ieklknupelleu,LOC,-1.0,0.0,de,1
Gaspreis-Bremse,Gaspreis-Bremse,LOC,-1.0,0.0,de,1
Gefahr.,Gefahr.,LOC,0.0,0.0,de,1
Mehrparteienhäusern,Mehrparteienhäusern,LOC,0.0,0.0,de,1
Frankfurt/Berlin,Frankfurt/Berlin,LOC,0.0,0.0,de,1
"Steigende Energiepreise, Rekord-Inflation","Steigende Energiepreise, Rekord-Inflation",LOC,0.7,0.0,de,1
Konjunktur: Ifo-GeschÃ¤ftsklima,Konjunktur: Ifo-GeschÃ¤ftsklima,LOC,0.0,0.0,de,1
Hotelrechnungen,Hotelrechnungen,LOC,0.0,1.0,de,1
Winkl,Winkl,LOC,0.0,0.0,de,1
Nord Stre…,Nord Stre…,LOC,0.0,0.0,de,1
Klima-Veränderungen,Klima-Veränderungen,LOC,0.7,0.0,de,1
Libanon:,Libanon:,LOC,0.7,0.0,de,1
Israelische Regierung,Israelische Regierung,LOC,0.7,0.0,de,1
Mittelmeer,Mittelmeer,LOC,0.0,0.0,de,1
"Dachau: ""Wir","Dachau: ""Wir",LOC,0.0,0.0,de,1
Europäern,Europäern,LOC,0.0,0.0,de,1
Laub-Räumpflicht,Laub-Räumpflicht,LOC,0.0,0.0,de,1
Zirndorfer O…,Zirndorfer O…,LOC,0.0,0.0,de,1
Blumentopf,Blumentopf,LOC,0.0,1.0,de,1
Wetterwoche im Schnellcheck: Goldener Oktober,Wetterwoche im Schnellcheck: Goldener Oktober,LOC,0.0,0.0,de,1
Cherson,Cherson,LOC,-0.7,0.0,de,1
De…,De…,LOC,0.7,0.0,de,1
"Eishockey: Noebels: ""Müssen","Eishockey: Noebels: ""Müssen",LOC,0.0,0.0,de,1
Pipeline Eastmed.,Pipeline Eastmed.,LOC,0.7,0.0,de,1
Washington DC…,Washington DC…,LOC,0.7,0.0,de,1
Büros,Büros,LOC,0.0,1.0,de,1
Düsseldorfer Konzernzentrale,Düsseldorfer Konzernzentrale,LOC,0.0,0.0,de,1
Corona-Winter: Deutschlands,Corona-Winter: Deutschlands,LOC,0.0,0.0,de,1
St…,St…,LOC,0.0,0.0,de,1
Düsseldorfer Zentrale,Düsseldorfer Zentrale,LOC,0.0,0.0,de,1
Hohe Energiepreise:,Hohe Energiepreise:,LOC,0.0,0.0,de,1
Berlin/MÃ¼nchen,Berlin/MÃ¼nchen,LOC,-1.0,0.0,de,1
Weltcup-Verantwortlichen,Weltcup-Verantwortlichen,LOC,0.0,0.0,de,1
Kasseler,Kasseler,LOC,0.0,0.0,de,1
Mexiko,Mexiko,LOC,0.0,0.0,de,1
Eis Grönlands,Eis Grönlands,LOC,-0.7,0.0,de,1
Erdgas-Speicher,Erdgas-Speicher,LOC,0.0,0.0,de,1
Thüringer,Thüringer,LOC,-1.0,0.0,de,1
