,phrase,label,sentiment,subjectivity,language,count
Finsternis.,Finsternis.,MISC,,,de,1
russischen Überfalls,russischen Überfalls,MISC,,,de,1
Das Umschalten vom Sommer-,Das Umschalten vom Sommer-,MISC,,,de,1
ukrainisches,ukrainisches,MISC,,,de,1
sibirischen,sibirischen,MISC,,,de,1
Winterkrieg,Winterkrieg,MISC,,,de,1
Schlachtfeld.,Schlachtfeld.,MISC,,,de,1
Pnek vellele,Pnek vellele,MISC,,,de,1
… lp,… lp,MISC,,,de,1
Russland-Ukraine-Krieg,Russland-Ukraine-Krieg,MISC,,,de,1
Die plötzlich s…,Die plötzlich s…,MISC,,,de,1
Infrarot-Paneele,Infrarot-Paneele,MISC,,,de,1
profil,profil,MISC,,,de,1
Au…,Au…,MISC,,,de,1
Die Nuklearrhetorik des Kremls,Die Nuklearrhetorik des Kremls,MISC,,,de,1
Ukraine News ++ Bund,Ukraine News ++ Bund,MISC,,,de,1
Gashändler.,Gashändler.,MISC,,,de,1
Energiekrise: Kabinett,Energiekrise: Kabinett,MISC,,,de,1
Der Krieg,Der Krieg,MISC,,,de,1
Die Schneewurst kommt!,Die Schneewurst kommt!,MISC,,,de,1
Russland:,Russland:,MISC,,,de,1
Bli…,Bli…,MISC,,,de,1
Energiekrisen-Winter 2022/2023,Energiekrisen-Winter 2022/2023,MISC,,,de,1
Internet,Internet,MISC,,,de,1
OMV-Chef Stern,OMV-Chef Stern,MISC,,,de,1
Entwarnung,Entwarnung,MISC,,,de,1
Entwarnung bedeu…,Entwarnung bedeu…,MISC,,,de,1
Modeerscheinung.,Modeerscheinung.,MISC,,,de,1
Amazon,Amazon,MISC,,,de,1
CDU-/CSU-Anfrage,CDU-/CSU-Anfrage,MISC,,,de,1
Das Wort,Das Wort,MISC,,,de,1
Die Antragsunterlagen für die Genehmigung,Die Antragsunterlagen für die Genehmigung,MISC,,,de,1
Energiekrise: Europa-Park-Chef,Energiekrise: Europa-Park-Chef,MISC,,,de,1
Gaspreis-Kommission: Ein Quantum,Gaspreis-Kommission: Ein Quantum,MISC,,,de,1
UN-Weltklimakonferenz: Treibhausgas-Ausstoß,UN-Weltklimakonferenz: Treibhausgas-Ausstoß,MISC,,,de,1
Jahr 2023.,Jahr 2023.,MISC,,,de,1
tauschen.,tauschen.,MISC,,,de,1
Auf der Suche,Auf der Suche,MISC,,,de,1
Energieversorger EnBWUrsprünglich,Energieversorger EnBWUrsprünglich,MISC,,,de,1
DüsseldorfDer Ener…,DüsseldorfDer Ener…,MISC,,,de,1
Jahres.,Jahres.,MISC,,,de,1
Emirat,Emirat,MISC,0.5,0.0,de,1
LudwigshafenDie Herstellung der Basischemikalie,LudwigshafenDie Herstellung der Basischemikalie,MISC,,,de,1
Weltklimakonferenz in,Weltklimakonferenz in,MISC,,,de,1
deutsches,deutsches,MISC,,,de,1
Bal…,Bal…,MISC,,,de,1
"Edebali, der …","Edebali, der …",MISC,,,de,1
Ein Tag,Ein Tag,MISC,,,de,1
Hochdrehen der Thermostat…,Hochdrehen der Thermostat…,MISC,,,de,1
Staatsp…,Staatsp…,MISC,,,de,1
Gasprom,Gasprom,MISC,,,de,1
Black Weeks,Black Weeks,MISC,,,de,1
Energiemarkt.,Energiemarkt.,MISC,,,de,1
Die Kühe von,Die Kühe von,MISC,,,de,1
Schwenden.,Schwenden.,MISC,,,de,1
News z…,News z…,MISC,,,de,1
Hbtnåslufo jtu,Hbtnåslufo jtu,MISC,,,de,1
Wärme mit Risiken,Wärme mit Risiken,MISC,,,de,1
inFranken.de.,inFranken.de.,MISC,,,de,1
"SWP
</li><li>…","SWP
</li><li>…",MISC,,,de,1
Ewiges Eis,Ewiges Eis,MISC,,,de,1
Blackout,Blackout,MISC,,,de,1
"WELT
</li><li>Energieversorgung:","WELT
</li><li>Energieversorgung:",MISC,,,de,1
BBK-Chef,BBK-Chef,MISC,,,de,1
Blackouts.,Blackouts.,MISC,,,de,1
Wettervorhersage: Winter,Wettervorhersage: Winter,MISC,,,de,1
Wetter: Mehrere Unfälle bei Schnee,Wetter: Mehrere Unfälle bei Schnee,MISC,,,de,1
BBK)  Ralph Tiesler,BBK)  Ralph Tiesler,MISC,,,de,1
"inFranken.de
</li><li>Blackouts:","inFranken.de
</li><li>Blackouts:",MISC,,,de,1
Der Mann hinter dem Gaswunder,Der Mann hinter dem Gaswunder,MISC,,,de,1
"SPIEGEL
</li><li>","SPIEGEL
</li><li>",MISC,,,de,1
Wetter: Wintereinzug,Wetter: Wintereinzug,MISC,,,de,1
"Dunkel, nas…","Dunkel, nas…",MISC,,,de,1
Deutsche LNG-Terminals,Deutsche LNG-Terminals,MISC,,,de,1
die kalte Jahreszeit.,die kalte Jahreszeit.,MISC,,,de,1
Mehr im Live-Ticker.,Mehr im Live-Ticker.,MISC,,,de,1
Winter: Terminals,Winter: Terminals,MISC,,,de,1
Terminal-Kosten,Terminal-Kosten,MISC,,,de,1
Auflocke…,Auflocke…,MISC,,,de,1
"BILD
","BILD
",MISC,,,de,1
Fer…,Fer…,MISC,,,de,1
Blaues Auge,Blaues Auge,MISC,,,de,1
Das Zufüttern von Vögeln,Das Zufüttern von Vögeln,MISC,,,de,1
Militär-Verpflegung international: Was essen,Militär-Verpflegung international: Was essen,MISC,,,de,1
Grillen im Winter,Grillen im Winter,MISC,,,de,1
Militär-Verpflegung,Militär-Verpflegung,MISC,,,de,1
Spot-Preise k…,Spot-Preise k…,MISC,,,de,1
Flüssiggas-Umwandlung,Flüssiggas-Umwandlung,MISC,,,de,1
Neptune,Neptune,MISC,,,de,1
niederländischen,niederländischen,MISC,,,de,1
Streaming-Xbox,Streaming-Xbox,MISC,,,de,1
Stromkrise,Stromkrise,MISC,,,de,1
Wärmepumpen-Käufer.,Wärmepumpen-Käufer.,MISC,,,de,1
Eng wird’s,Eng wird’s,MISC,,,de,1
Die Angst des Mittelstands,Die Angst des Mittelstands,MISC,,,de,1
Foto: DANIEL,Foto: DANIEL,MISC,,,de,1
"Foto: Wintershall Dea) 
Kassel","Foto: Wintershall Dea) 
Kassel",MISC,,,de,1
Die Energiesparkampagne des Bundes,Die Energiesparkampagne des Bundes,MISC,,,de,1
Nord-Stream-Explosionen,Nord-Stream-Explosionen,MISC,,,de,1
Nord-Stream-Pipelines.,Nord-Stream-Pipelines.,MISC,,,de,1
Der Winter,Der Winter,MISC,,,de,1
Wetter NRW: Schnee,Wetter NRW: Schnee,MISC,,,de,1
| Nachrichten,| Nachrichten,MISC,,,de,1
Gaspreis-Kommission.,Gaspreis-Kommission.,MISC,,,de,1
Sieben Tipps für festliches Feeling.,Sieben Tipps für festliches Feeling.,MISC,,,de,1
Rundgang auf der Baustelle:,Rundgang auf der Baustelle:,MISC,,,de,1
Herr we…,Herr we…,MISC,,,de,1
Tag nach der Wahl in,Tag nach der Wahl in,MISC,,,de,1
G 7,G 7,MISC,,,de,1
Ukraine-Krieges,Ukraine-Krieges,MISC,0.0,0.0,de,1
Beschaffungspreis,Beschaffungspreis,MISC,,,de,1
Deutschen Maschinenbaugipfel,Deutschen Maschinenbaugipfel,MISC,,,de,1
Holz-Feuerstellen.,Holz-Feuerstellen.,MISC,,,de,1
KaminofenEine,KaminofenEine,MISC,,,de,1
Wetten,Wetten,MISC,,,de,1
Foto:Â Taxi Japan/Getty Images,Foto:Â Taxi Japan/Getty Images,MISC,,,de,1
Vorstandschefin,Vorstandschefin,MISC,,,de,1
ntv.de.,ntv.de.,MISC,,,de,1
Russlands Gas-Erpressun…,Russlands Gas-Erpressun…,MISC,,,de,1
BASF-Standort,BASF-Standort,MISC,,,de,1
Alternativmodell,Alternativmodell,MISC,,,de,1
9-Euro-Ticket,9-Euro-Ticket,MISC,,,de,1
LNG-Terminalschiff,LNG-Terminalschiff,MISC,,,de,1
Gasunternehmens Uniper,Gasunternehmens Uniper,MISC,,,de,1
LNG-Standorten,LNG-Standorten,MISC,,,de,1
Hübner.,Hübner.,MISC,,,de,1
Erdg…,Erdg…,MISC,,,de,1
"Uhr
","Uhr
",MISC,,,de,1
Taxonomie-Verordnung,Taxonomie-Verordnung,MISC,,,de,1
BASF-Fabrik,BASF-Fabrik,MISC,,,de,1
Elf-Millionen-Euro-Winterpaket,Elf-Millionen-Euro-Winterpaket,MISC,,,de,1
Infektionsschutzgesetzt,Infektionsschutzgesetzt,MISC,,,de,1
Berliner FernwÃ¤rme-Kunden,Berliner FernwÃ¤rme-Kunden,MISC,,,de,1
FernwÃ¤rme-Produktion,FernwÃ¤rme-Produktion,MISC,,,de,1
Ost-Berliner,Ost-Berliner,MISC,,,de,1
hÃ¤nge siâ€¦,hÃ¤nge siâ€¦,MISC,,,de,1
Buhmanns.,Buhmanns.,MISC,,,de,1
Antenne Brandenburg,Antenne Brandenburg,MISC,,,de,1
Eign…,Eign…,MISC,,,de,1
Liveticker: +++ 13:57 Bericht:,Liveticker: +++ 13:57 Bericht:,MISC,,,de,1
no…,no…,MISC,,,de,1
Aufklärungsmission  ,Aufklärungsmission  ,MISC,,,de,1
INTERVIEW,INTERVIEW,MISC,,,de,1
ungarischen,ungarischen,MISC,,,de,1
Grundverbrauch,Grundverbrauch,MISC,,,de,1
BSI-Chef,BSI-Chef,MISC,,,de,1
Energiepreiskrise: Preis,Energiepreiskrise: Preis,MISC,,,de,1
Dezember-Abschlagszahlungen,Dezember-Abschlagszahlungen,MISC,,,de,1
"Normalität the new normal: Alle drei Fachleute,","Normalität the new normal: Alle drei Fachleute,",MISC,,,de,1
Nachhaltige Geldanlage:,Nachhaltige Geldanlage:,MISC,,,de,1
Nord-Stream-Lecks:,Nord-Stream-Lecks:,MISC,,,de,1
Verschnaufpause an den Gasmärkten:,Verschnaufpause an den Gasmärkten:,MISC,,,de,1
Anschläge auf die,Anschläge auf die,MISC,,,de,1
Katar?,Katar?,MISC,,,de,1
Ã¤rmere,Ã¤rmere,MISC,,,de,1
IWF-Vizechefin,IWF-Vizechefin,MISC,,,de,1
Preis für Gas,Preis für Gas,MISC,,,de,1
Pi,Pi,MISC,,,de,1
Datawrapper,Datawrapper,MISC,,,de,1
Gas in Deutschland: Wie viel Erdgas,Gas in Deutschland: Wie viel Erdgas,MISC,,,de,1
Ein europaweiter Gaspreisdeckel,Ein europaweiter Gaspreisdeckel,MISC,,,de,1
Behluleu tel elueu hnletllpllae…,Behluleu tel elueu hnletllpllae…,MISC,,,de,1
Krieg in der …,Krieg in der …,MISC,,,de,1
Ostsee-Pipelines.,Ostsee-Pipelines.,MISC,,,de,1
HeiÃŸ,HeiÃŸ,MISC,,,de,1
Spar-Appelle,Spar-Appelle,MISC,,,de,1
Die Pipeline,Die Pipeline,MISC,,,de,1
Russland-Gas.,Russland-Gas.,MISC,,,de,1
Video,Video,MISC,,,de,1
norwegisches,norwegisches,MISC,,,de,1
Gaskrise?,Gaskrise?,MISC,,,de,1
Russland-Unterstützern,Russland-Unterstützern,MISC,,,de,1
Wolkengüsse,Wolkengüsse,MISC,,,de,1
spanischer,spanischer,MISC,,,de,1
europäischer,europäischer,MISC,,,de,1
Ein böses Wort,Ein böses Wort,MISC,,,de,1
Gaskund…,Gaskund…,MISC,,,de,1
Klimaschutz-Zielen,Klimaschutz-Zielen,MISC,,,de,1
Allianz: Versicherer,Allianz: Versicherer,MISC,,,de,1
Pro Tag,Pro Tag,MISC,,,de,1
Atom- u…,Atom- u…,MISC,,,de,1
Easyjet,Easyjet,MISC,,,de,1
Russisches,Russisches,MISC,,,de,1
NATO-Generalleutnant,NATO-Generalleutnant,MISC,,,de,1
Maybrit Illner.,Maybrit Illner.,MISC,,,de,1
NATO-Generalleutna…,NATO-Generalleutna…,MISC,,,de,1
Sitzheizungen,Sitzheizungen,MISC,,,de,1
Reichstagskuppel,Reichstagskuppel,MISC,,,de,1
Krieg gegen Russland,Krieg gegen Russland,MISC,,,de,1
Warum Frost,Warum Frost,MISC,,,de,1
Ukraine,Ukraine,MISC,-0.010869565217391304,0.0,de,1
FrontDer,FrontDer,MISC,,,de,1
Gasfüllstand.,Gasfüllstand.,MISC,,,de,1
Russen verfolg…,Russen verfolg…,MISC,,,de,1
Bullerbü.,Bullerbü.,MISC,,,de,1
Energiekrise: Warum,Energiekrise: Warum,MISC,,,de,1
Fernwärme.,Fernwärme.,MISC,,,de,1
Denkmäler:,Denkmäler:,MISC,,,de,1
Gaspreisbremse-Kommission,Gaspreisbremse-Kommission,MISC,,,de,1
Flüssiggas-Terminals,Flüssiggas-Terminals,MISC,0.0,0.0,de,1
Hamburger Senat,Hamburger Senat,MISC,,,de,1
nup uuu peO,nup uuu peO,MISC,,,de,1
Vorbildcharakter.,Vorbildcharakter.,MISC,,,de,1
Britische,Britische,MISC,,,de,1
Worst-Case-Szenario,Worst-Case-Szenario,MISC,,,de,1
Süwag.,Süwag.,MISC,,,de,1
1000 Jahre lang,1000 Jahre lang,MISC,,,de,1
Youtube,Youtube,MISC,,,de,1
Hohe Heizkosten: Wie man den Winter auf den Kanaren,Hohe Heizkosten: Wie man den Winter auf den Kanaren,MISC,,,de,1
Tausende Euro,Tausende Euro,MISC,,,de,1
Ukraine-Konflikt,Ukraine-Konflikt,MISC,,,de,1
Angriff Russlands,Angriff Russlands,MISC,,,de,1
Vermutete Sabotage: Oslo,Vermutete Sabotage: Oslo,MISC,,,de,1
Gasumlage:,Gasumlage:,MISC,,,de,1
Ein Kommentar.,Ein Kommentar.,MISC,,,de,1
diesem Jahr,diesem Jahr,MISC,,,de,1
An einen Zufall zu glauben,An einen Zufall zu glauben,MISC,,,de,1
Ostseepipelines,Ostseepipelines,MISC,,,de,1
Bundeskabinett,Bundeskabinett,MISC,,,de,1
Baltic Pipe“,Baltic Pipe“,MISC,,,de,1
polnischen,polnischen,MISC,,,de,1
Ostsee-Pipeline Baltic Pipe,Ostsee-Pipeline Baltic Pipe,MISC,,,de,1
brandenburgischen,brandenburgischen,MISC,,,de,1
Das kostet!,Das kostet!,MISC,,,de,1
Atomstrom,Atomstrom,MISC,,,de,1
Ministerium könnten Blackouts,Ministerium könnten Blackouts,MISC,,,de,1
Hunderte Euro im Jahr,Hunderte Euro im Jahr,MISC,,,de,1
G7-Klimaminister,G7-Klimaminister,MISC,,,de,1
Eurelectric: Game over,Eurelectric: Game over,MISC,,,en,1
"Zeit, das Land","Zeit, das Land",MISC,,,de,1
Deutschen.,Deutschen.,MISC,,,de,1
Ukrainekrieg,Ukrainekrieg,MISC,,,de,1
"Chefgespräch, was","Chefgespräch, was",MISC,,,de,1
Energiekrise: Jetzt ist Kreativität,Energiekrise: Jetzt ist Kreativität,MISC,,,de,1
Gaskrise in,Gaskrise in,MISC,,,de,1
Klima-Union,Klima-Union,MISC,,,de,1
Hause?,Hause?,MISC,,,de-DE,1
Bild«-Zeitung.,Bild«-Zeitung.,MISC,,,de,1
Ukraine-Konflikts:,Ukraine-Konflikts:,MISC,,,de,1
Münchner,Münchner,MISC,,,de,1
Tagesspiegel.,Tagesspiegel.,MISC,,,de,1
Energiekrise: Wie der,Energiekrise: Wie der,MISC,,,de,1
Flucht vor Heizkosten,Flucht vor Heizkosten,MISC,,,de,1
Urlaub,Urlaub,MISC,0.35,0.0,de,1
Teuer-Schock,Teuer-Schock,MISC,,,de,1
Heizperiode beginnt!,Heizperiode beginnt!,MISC,,,de,1
Erdgasmarkt.,Erdgasmarkt.,MISC,,,de,1
Bundesnetzagentur,Bundesnetzagentur,MISC,,,de,1
Pipelines Nord Stream 1,Pipelines Nord Stream 1,MISC,,,de,1
Bep ettelpluap htlual pelnklaeu…,Bep ettelpluap htlual pelnklaeu…,MISC,,,de,1
Energiekrise: Wie Bioenergiedörfer,Energiekrise: Wie Bioenergiedörfer,MISC,,,de,1
Ventil-Problematik,Ventil-Problematik,MISC,,,de,1
"Nachrichten  NDR.de
</li><li>","Nachrichten  NDR.de
</li><li>",MISC,,,de,1
Ministerpräsidenten-Konferenz,Ministerpräsidenten-Konferenz,MISC,,,de,1
HU-Präsidentin,HU-Präsidentin,MISC,,,de,1
Steigen draußen,Steigen draußen,MISC,,,de,1
"Steigen draußen die Temperaturen, laufen","Steigen draußen die Temperaturen, laufen",MISC,,,de,1
FOCUS online…,FOCUS online…,MISC,,,de,1
Staatsschutzes,Staatsschutzes,MISC,,,de,1
Wintersport?,Wintersport?,MISC,,,de,1
Zweieinhalbmonatstief.,Zweieinhalbmonatstief.,MISC,,,de,1
Wann Handwerker,Wann Handwerker,MISC,,,de,1
Der Heizungscheck,Der Heizungscheck,MISC,,,de,1
Deutsch…,Deutsch…,MISC,,,de,1
Der europäische Gaspreis,Der europäische Gaspreis,MISC,,,de,1
Diktat Deutschlands«,Diktat Deutschlands«,MISC,,,de,1
polnische,polnische,MISC,,,de,1
Friedensnobelpreis,Friedensnobelpreis,MISC,,,de,1
Ukrainekrieges,Ukrainekrieges,MISC,,,de,1
Kreativ in der Energiekrise,Kreativ in der Energiekrise,MISC,,,de,1
Der Kampf der Vereinigten Staaten,Der Kampf der Vereinigten Staaten,MISC,,,de,1
"Deutschland,","Deutschland,",MISC,,,de,1
US-Börsenaufsichtsbehörde SEC,US-Börsenaufsichtsbehörde SEC,MISC,,,de,1
ARD-Mittwochstalk maisch…,ARD-Mittwochstalk maisch…,MISC,,,de,1
C…,C…,MISC,,,de,1
fÃ¼hrenden,fÃ¼hrenden,MISC,,,de,1
Wirtschaftsinstitute,Wirtschaftsinstitute,MISC,,,de,1
nÃ¤chste Jahr,nÃ¤chste Jahr,MISC,,,de,1
Versand-Konzern,Versand-Konzern,MISC,,,de,1
Chemie-PrÃ¤sidenten gewÃ¤hlt.,Chemie-PrÃ¤sidenten gewÃ¤hlt.,MISC,,,de,1
Markus SteilemannDer Covestro-Chef,Markus SteilemannDer Covestro-Chef,MISC,,,de,1
"Foto:Â dpa)
Frankfurt","Foto:Â dpa)
Frankfurt",MISC,,,de,1
LÃ¶sunâ€¦,LÃ¶sunâ€¦,MISC,,,de,1
Gaspreisbremse: Die plumpe Scholz-Ansage,Gaspreisbremse: Die plumpe Scholz-Ansage,MISC,,,de,1
Gasumlage.,Gasumlage.,MISC,,,de,1
ManometerFällt,ManometerFällt,MISC,,,de,1
EU-Energieminister,EU-Energieminister,MISC,,,de,1
"Weil über die Gaskrise, Fracking","Weil über die Gaskrise, Fracking",MISC,,,de,1
Analyse: Der Winter,Analyse: Der Winter,MISC,,,de,1
Gas sparen:,Gas sparen:,MISC,,,de,1
Oeklele Iletuplelluueu ulekl Oekl,Oeklele Iletuplelluueu ulekl Oekl,MISC,,,de,1
Mexikos Armee,Mexikos Armee,MISC,,,de,1
Frankr…,Frankr…,MISC,,,de,1
Freiwilligkeit,Freiwilligkeit,MISC,,,de,1
Spanischer,Spanischer,MISC,,,de,1
"Kitas, Schulen","Kitas, Schulen",MISC,,,de,1
Gasauktion.,Gasauktion.,MISC,,,de,1
Atom-Wind-Solar-Plan,Atom-Wind-Solar-Plan,MISC,,,de,1
Monatsabschlags,Monatsabschlags,MISC,,,de,1
bayerischen,bayerischen,MISC,,,de,1
Explosionen,Explosionen,MISC,,,de,1
Russlands Einmarsch,Russlands Einmarsch,MISC,,,de,1
"EZB-Zinsentscheidung, Mercedes","EZB-Zinsentscheidung, Mercedes",MISC,,,de,1
Roomba-Staubsauger,Roomba-Staubsauger,MISC,,,de,1
Das Erdgas-Paradoxon.,Das Erdgas-Paradoxon.,MISC,,,de,1
Energiekrise: Keine Decken für,Energiekrise: Keine Decken für,MISC,,,de,1
Wassereisbrocken,Wassereisbrocken,MISC,,,de,1
Elektronik.,Elektronik.,MISC,,,de,1
Von Jahr zu Jahr,Von Jahr zu Jahr,MISC,,,de,1
Ukraine-Kriegs: Die Party,Ukraine-Kriegs: Die Party,MISC,,,de,1
Lagarde,Lagarde,MISC,,,de,1
Konjunkturausblick.,Konjunkturausblick.,MISC,,,de,1
Donâ€¦,Donâ€¦,MISC,,,de,1
Solar-Grossanlage,Solar-Grossanlage,MISC,,,de,1
Kältetelefon der Caritas,Kältetelefon der Caritas,MISC,,,de,1
September2022,September2022,MISC,,,de,1
Chemieriese,Chemieriese,MISC,,,de,1
Hohe Gaspreis…,Hohe Gaspreis…,MISC,,,de,1
"DER SPIEGEL  DER SPIEGEL
</li><li>","DER SPIEGEL  DER SPIEGEL
</li><li>",MISC,,,de,1
Frankreich:,Frankreich:,MISC,,,de,1
EU-Debatte,EU-Debatte,MISC,1.0,0.0,de,1
Ifo-Instituts.,Ifo-Instituts.,MISC,,,de,1
VBUI,VBUI,MISC,,,de,1
Die Gasspeicher sind voll,Die Gasspeicher sind voll,MISC,,,de,1
Wintershall Dea: Deutschlands,Wintershall Dea: Deutschlands,MISC,,,de,1
Russland-Geschäfte,Russland-Geschäfte,MISC,,,de,1
Gas- und Ölförderer Wintershall Dea,Gas- und Ölförderer Wintershall Dea,MISC,,,de,1
EU-weite Einsparziel,EU-weite Einsparziel,MISC,,,de,1
Entwarnung für Verbraucher,Entwarnung für Verbraucher,MISC,,,de,1
aiDgtnes,aiDgtnes,MISC,,,de,1
rakeM ovn 001 uEor,rakeM ovn 001 uEor,MISC,,,de,1
Pela- nup Iettekll.,Pela- nup Iettekll.,MISC,,,de,1
ZeekpeO,ZeekpeO,MISC,,,de,1
Elektrizitätsmarkts.,Elektrizitätsmarkts.,MISC,,,de,1
Treffen zwischen Macron,Treffen zwischen Macron,MISC,,,de,1
Krieg in der Ukraine:,Krieg in der Ukraine:,MISC,,,de,1
Kremltruppen,Kremltruppen,MISC,,,de,1
Der deutsche Leitindex,Der deutsche Leitindex,MISC,,,de,1
Airbnb,Airbnb,MISC,0.0,0.0,de,1
En…,En…,MISC,,,de,1
Stimmt’s?,Stimmt’s?,MISC,,,de,1
Eâ€¦,Eâ€¦,MISC,,,de,1
arabischen,arabischen,MISC,,,de,1
Gaspreisbremse:,Gaspreisbremse:,MISC,0.0,0.0,de,1
CO2,CO2,MISC,,,de,1
CO2-Konzentration,CO2-Konzentration,MISC,,,de,1
Pellets-Hilfen,Pellets-Hilfen,MISC,,,de,1
Gaskommission.,Gaskommission.,MISC,,,de,1
Un…,Un…,MISC,,,de,1
C,C,MISC,,,de,1
Die Winterzeit,Die Winterzeit,MISC,,,de,1
Doha,Doha,MISC,0.0,0.0,de,1
Fußball-WM.,Fußball-WM.,MISC,,,de,1
EU-Plan,EU-Plan,MISC,,,de,1
Lissek.,Lissek.,MISC,,,de,1
Tag vor den Beratungen mit den Ländern,Tag vor den Beratungen mit den Ländern,MISC,,,de,1
Erdgas-Förderung.,Erdgas-Förderung.,MISC,,,de,1
Erdgas-Bedarfs,Erdgas-Bedarfs,MISC,,,de,1
israelischer,israelischer,MISC,,,de,1
"Nachrichten kompakt
","Nachrichten kompakt
",MISC,,,de,1
"Print-Magazin
werbefrei &amp;","Print-Magazin
werbefrei &amp;",MISC,,,de,1
"NACHRICHTEN
","NACHRICHTEN
",MISC,,,de,1
MPK,MPK,MISC,,,de,1
Rekord-Füllstände.,Rekord-Füllstände.,MISC,,,de,1
Die Zeit,Die Zeit,MISC,,,de,1
Berlin,Berlin,MISC,0.0,0.0,de,1
Wohnungsbrände.,Wohnungsbrände.,MISC,,,de,1
Teilnehmern,Teilnehmern,MISC,,,de,1
Offensivfähigkeit,Offensivfähigkeit,MISC,,,de,1
Warum Heizölkunden,Warum Heizölkunden,MISC,,,de,1
Schlechte Alternative zu Gas,Schlechte Alternative zu Gas,MISC,,,de,1
Der Krieg in der Ukraine,Der Krieg in der Ukraine,MISC,,,de,1
Dieses Jahr,Dieses Jahr,MISC,,,de,1
Fr…,Fr…,MISC,,,de,1
Wärmflasche gegen Kälte:,Wärmflasche gegen Kälte:,MISC,,,de,1
Mittelfris…,Mittelfris…,MISC,,,de,1
"Ägypten, nächstes Jahr","Ägypten, nächstes Jahr",MISC,,,de,1
Weltkonferenz,Weltkonferenz,MISC,,,de,1
"Glasgow,","Glasgow,",MISC,,,de,1
Aussto…,Aussto…,MISC,,,de,1
Lebensmitteln.,Lebensmitteln.,MISC,,,de,1
LNG-Flotte,LNG-Flotte,MISC,,,de,1
Gasbezug,Gasbezug,MISC,,,de,1
Ansturm beim Kaminbauer:,Ansturm beim Kaminbauer:,MISC,,,de,1
Gaskrise: Warum,Gaskrise: Warum,MISC,,,de,1
steigenâ€¦,steigenâ€¦,MISC,,,de,1
EU-Kolumne: Wie,EU-Kolumne: Wie,MISC,,,de,1
"Foto:Â IMAGO/Nikita) 
","Foto:Â IMAGO/Nikita) 
",MISC,,,de,1
Wachstumsmarkt WÃ¤rmepumpen: Wie Startups,Wachstumsmarkt WÃ¤rmepumpen: Wie Startups,MISC,,,de,1
Rohstoffen.,Rohstoffen.,MISC,,,de,1
Risiko.<strong> </strong>,Risiko.<strong> </strong>,MISC,,,de,1
"Gasnotstand: Acht Fakten,","Gasnotstand: Acht Fakten,",MISC,,,de,1
Wichtigster Ansa…,Wichtigster Ansa…,MISC,,,de,1
Das verblüffende Gas-Wunder,Das verblüffende Gas-Wunder,MISC,,,de,1
MidCat,MidCat,MISC,,,de,1
Notfall-Speichern,Notfall-Speichern,MISC,,,de,1
Katar-Boykotten,Katar-Boykotten,MISC,,,de,1
Rettung,Rettung,MISC,,,de,1
Putins Krieg,Putins Krieg,MISC,,,de,1
Brand in Flüchtlingsheim,Brand in Flüchtlingsheim,MISC,,,de,1
Gaskrise: Warum Frauen,Gaskrise: Warum Frauen,MISC,,,de,1
"Nachrichten kompakt
Britische Premierministerin","Nachrichten kompakt
Britische Premierministerin",MISC,,,de,1
Energie-Defensive.,Energie-Defensive.,MISC,,,de,1
Deutschland Sorgen,Deutschland Sorgen,MISC,,,de,1
Defensive.,Defensive.,MISC,,,de,1
Europas Alarmsti…,Europas Alarmsti…,MISC,,,de,1
Fracking-Verbots.,Fracking-Verbots.,MISC,,,de,1
Wirtschaftsmi…,Wirtschaftsmi…,MISC,,,de,1
Liveticker: +++ 06:26 Sozialverband: Aktuelle Gaspreisbremse,Liveticker: +++ 06:26 Sozialverband: Aktuelle Gaspreisbremse,MISC,,,de,1
Zehn Stunden verhandeln,Zehn Stunden verhandeln,MISC,,,de,1
ThermostatBei Kleinverbrauchern,ThermostatBei Kleinverbrauchern,MISC,,,de,1
FrankfurtDer,FrankfurtDer,MISC,,,de,1
hessische,hessische,MISC,,,de,1
Deutscher,Deutscher,MISC,,,de,1
Stâ€¦,Stâ€¦,MISC,,,de,1
Dienstagabend auf Twitter…,Dienstagabend auf Twitter…,MISC,,,de,1
Super-Inflation,Super-Inflation,MISC,,,de,1
Energie-Profite,Energie-Profite,MISC,,,de,1
Die Ruhe im Land,Die Ruhe im Land,MISC,,,de,1
"Heizöl, Strom","Heizöl, Strom",MISC,,,de,1
CO₂-Kosten.,CO₂-Kosten.,MISC,,,de,1
Neues Papier,Neues Papier,MISC,,,de,1
Ein neues Dokument von,Ein neues Dokument von,MISC,,,de,1
Disput über den Deckel.,Disput über den Deckel.,MISC,,,de,1
Tea Time,Tea Time,MISC,,,de,1
britischer,britischer,MISC,,,de,1
Sc…,Sc…,MISC,,,de,1
Der Winter droht dunkel,Der Winter droht dunkel,MISC,,,de,1
Deutschland,Deutschland,MISC,-0.0030303030303030303,0.0,de,1
Nicht-Gaskunden.,Nicht-Gaskunden.,MISC,,,de,1
Energiekrieg,Energiekrieg,MISC,,,de,1
Resilient,Resilient,MISC,,,de,1
Wertschöpfungssysteme,Wertschöpfungssysteme,MISC,,,de,1
Anti-Atomkraft-Beschluss,Anti-Atomkraft-Beschluss,MISC,,,de,1
UNHCR-Winterhilfe,UNHCR-Winterhilfe,MISC,,,de,1
EinschÃ¤tzung,EinschÃ¤tzung,MISC,,,de,1
Wechsel-Termine,Wechsel-Termine,MISC,,,de,1
De…,De…,MISC,0.0,0.0,de,1
